"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Generative ai in the software development lifecycle (sdlc): opportunities, challenges, and future directions","https://scispace.com/paper/generative-ai-in-the-software-development-lifecycle-sdlc-e8lsaxfuriwq","2025","Repository","","","10.5281/zenodo.15231434","","&lt;p&gt;&lt;span&gt;Generative Artificial Intelligence (AI) is fundamentally transforming the Software Development Lifecycle (SDLC) by enabling automation in code generation, enhancing software quality assurance, and streamlining development workflows. A detailed examination of the integration of Generative AI across all major phases of the SDLC, including requirements engineering, architectural and system design, implementation, testing, deployment, and post-deployment maintenance. A methodical assessment of state-of-the-art AI-assisted development tools&mdash;such as GitHub Copilot, ChatGPT, and Tabnine&mdash;is undertaken to evaluate their practical utility and impact. Furthermore, the study investigates the technical benefits, operational challenges, and ethical implications arising from the adoption of AI within the SDLC. The paper concludes with proposed directions for future research aimed at advancing secure, interpretable, and ethically-aligned AI-driven methodologies in software engineering.&lt;/span&gt;&lt;/p&gt; &lt;p&gt;&lt;strong&gt;&lt;span&gt;Keywords: &lt;/span&gt;&lt;/strong&gt;&lt;span&gt;Generative AI, Software Development Lifecycle (SDLC), AI-driven Automation, Machine Learning in Software Engineering, AI-powered Software Testing, Ethical AI in Software Development&lt;/span&gt;&lt;/p&gt; ",""
"Estudio comparativo de herramientas de generación de código por IA: evaluación de calidad y análisis de desempeño","https://scispace.com/paper/estudio-comparativo-de-herramientas-de-generacion-de-codigo-zhbswx1hm0sj","2024","Repository","","","10.5281/zenodo.12809577","","&lt;p&gt;&lt;span&gt;Las herramientas de generaci&oacute;n de c&oacute;digo con inteligencia artificial (IA) son cruciales en el desarrollo de software, procesando lenguaje natural para mejorar la eficiencia en programaci&oacute;n. La presente investigaci&oacute;n se realiz&oacute; con el prop&oacute;sito de determinar la precisi&oacute;n y calidad del c&oacute;digo generado por herramientas de (IA). El estudio comenz&oacute; con un mapeo sistem&aacute;tico de literatura para identificar las herramientas de IA aplicables. Se consultaron bases de datos como ACM, Engineering Source e IEEE Xplore, de donde se extrajeron inicialmente 621 art&iacute;culos. Tras aplicar criterios de inclusi&oacute;n: art&iacute;culos en ingl&eacute;s de &aacute;reas de la computaci&oacute;n publicados entre 2020 y 2024, se seleccionaron 113 art&iacute;culos. Un proceso de tamizaje redujo esta cifra a 44 art&iacute;culos, que permitieron identificar 11 herramientas de IA para la generaci&oacute;n de c&oacute;digo. El m&eacute;todo utilizado fue un estudio comparativo, se dise&ntilde;aron diez ejercicios de programaci&oacute;n con diversos niveles de dificultad. Las herramientas identificadas generaron c&oacute;digo para estos ejercicios en diferentes lenguajes de programaci&oacute;n. La calidad del c&oacute;digo generado fue evaluada mediante el analizador est&aacute;tico SonarQube, considerando aspectos como seguridad, fiabilidad y mantenibilidad. Los resultados mostraron variaciones significativas en la calidad del c&oacute;digo entre las herramientas de IA. Bing como herramienta de generaci&oacute;n de c&oacute;digo mostr&oacute; un rendimiento ligeramente superior en comparaci&oacute;n con otras, aunque ninguna destac&oacute; como una IA notablemente superior. En conclusi&oacute;n, la investigaci&oacute;n evidenci&oacute; que, aunque las herramientas de IA para la generaci&oacute;n de c&oacute;digo son prometedoras, a&uacute;n requieren de un piloto para alcanzar su m&aacute;ximo potencial, evidenciando que a&uacute;n queda mucho por avanzar.&lt;/span&gt;&lt;/p&gt; ",""
"AI-Driven Innovations in Software Engineering: A Review of Current Practices and Future Directions","https://scispace.com/paper/ai-driven-innovations-in-software-engineering-a-review-of-p3xr2bakkemz","","","","Mamdouh Alenezi
Mohammed Akour","10.3390/app15031344","","The software engineering landscape is undergoing a significant transformation with the advent of artificial intelligence (AI). AI technologies are poised to redefine traditional software development practices, offering innovative solutions to long-standing challenges. This paper explores the integration of AI into software engineering processes, aiming to identify its impacts, benefits, and the challenges that accompany this paradigm shift. A comprehensive analysis of current AI applications in software engineering is conducted, supported by case studies and theoretical models. The study examines various phases of software development to assess where AI contributes most effectively. The integration of AI enhances productivity, improves code quality, and accelerates development cycles. Key areas of impact include automated code generation, intelligent debugging, predictive maintenance, and enhanced decision-making processes. AI is revolutionizing software engineering by introducing automation and intelligence into the development lifecycle. Embracing AI-driven tools and methodologies is essential for staying competitive in the evolving technological landscape.","This paper reviews AI-driven innovations in software engineering, exploring its integration, impacts, benefits, and challenges. AI enhances productivity, improves code quality, and accelerates development cycles through automation and intelligence in software development processes."
"Can ChatGPT Support Developers? An Empirical Evaluation of Large Language Models for Code Generation","https://scispace.com/paper/can-chatgpt-support-developers-an-empirical-evaluation-of-1258n9yqdv","2024","Journal Article","","Kailun Jin
Chung-Yu Wang
Hung Viet Pham
Hadi Hemmati","10.1145/3643991.3645074","","Large language models (LLMs) have demonstrated notable proficiency in code generation, with numerous prior studies showing their promising capabilities in various development scenarios. However, these studies mainly provide evaluations in research settings, which leaves a significant gap in understanding how effectively LLMs can support developers in real-world. To address this, we conducted an empirical analysis of conversations in DevGPT, a dataset collected from developers' conversations with ChatGPT (captured with the Share Link feature on platforms such as GitHub). Our empirical findings indicate that the current practice of using LLM-generated code is typically limited to either demonstrating high-level concepts or providing examples in documentation, rather than to be used as production-ready code. These findings indicate that there is much future work needed to improve LLMs in code generation before they can be integral parts of modern software development.","An empirical analysis of conversations in DevGPT, a dataset collected from developers' conversations with ChatGPT, indicates that the current practice of using LLM-generated code is typically limited to either demonstrating high-level concepts or providing examples in documentation, rather than to be used as production-ready code."
"Co-Intelligence in Software Engineering: Understanding and Optimizing GenAI Integration in Software Engineering for Skill Development in Time-Constrained Programming","https://scispace.com/paper/co-intelligence-in-software-engineering-understanding-and-t6z24ydyz7s8","2025","Journal Article","","Omkar Sunil Joshi","10.1145/3696630.3731469","","The software engineering landscape is experiencing a significant transformation with the advent of Generative Artificial Intelligence (GenAI) tools. While these tools promise to enhance programmer productivity, their impact on Time-Constrained Coding Challenges (TCCs), such as competitive programming, hackathons, and technical interviews remains poorly understood. TCCs are fundamental to both educational assessment and professional recruitment in software engineering. Integrating GenAI tools in these environments raises critical questions about skill development, assessment validity, and the nature of programming expertise. Current research lacks a systematic understanding of how GenAI tools influence programmer performance and learning outcomes in time-constrained environments. This gap is particularly concerning as educational institutions and industry organizations struggle to establish guidelines for GenAI use in TCCs. Without proper frameworks for integration, there are risks of: (1) Over-reliance on AI, potentially compromising fundamental skill development, and (2) Misalignment between traditional evaluation metrics and emerging co-intelligent programming practices. This doctoral research proposal aims to explore potential solutions for these issues.","This study investigates the impact of GenAI integration on programmer performance and learning outcomes in time-constrained environments, addressing the need for systematic understanding and guidelines for GenAI use in software engineering education and professional recruitment."
"Model-Assisted and Human-Guided: Perceptions and Practices of Software Professionals Using LLMs for Coding","https://scispace.com/paper/model-assisted-and-human-guided-perceptions-and-practices-of-692tyi7ujz28","2025","Journal Article","","Santos, Italo
Magalhaes, Cleyton
Santos, Ronnie de Souza","10.48550/arxiv.2510.09058","","Large Language Models have quickly become a central component of modern software development workflows, and software practitioners are increasingly integrating LLMs into various stages of the software development lifecycle. Despite the growing presence of LLMs, there is still a limited understanding of how these tools are actually used in practice and how professionals perceive their benefits and limitations. This paper presents preliminary findings from a global survey of 131 software practitioners. Our results reveal how LLMs are utilized for various coding-specific tasks. Software professionals report benefits such as increased productivity, reduced cognitive load, and faster learning, but also raise concerns about LLMs' inaccurate outputs, limited context awareness, and associated ethical risks. Most developers treat LLMs as assistive tools rather than standalone solutions, reflecting a cautious yet practical approach to their integration. Our findings provide an early, practitioner-focused perspective on LLM adoption, highlighting key considerations for future research and responsible use in software engineering. ",""
"Generative AI for Source Code Creation","https://scispace.com/paper/generative-ai-for-source-code-creation-3o1ku87denq2","2025","Journal Article","Advances in computational intelligence and robotics book series","C. V. Suresh Babu
Kathari Hima Kishore","10.4018/979-8-3693-9356-7.ch004","","This study explores the integration of Generative AI in cloud-native software engineering, aiming to enhance the efficiency and effectiveness of source code creation. Targeting software developers, engineers, and organizations leveraging cloud technologies, the research employs a multi-disciplinary approach, combining qualitative interviews and case studies from successful implementations of AI tools like GitHub Copilot and OpenAI's Codex. The findings reveal that Generative AI significantly reduces manual coding efforts, automates routine tasks, and allows developers to focus on complex problem-solving and innovative design. Furthermore, the study highlights the transformative impact of cloud-native architectures in facilitating scalable and flexible software development processes. The conclusions underscore the necessity for developers to adapt to new roles that emphasize critical thinking and creativity, while also addressing potential challenges such as code quality and security. ","This study integrates Generative AI in cloud-native software engineering, reducing manual coding efforts, automating routine tasks, and enabling developers to focus on complex problem-solving and innovative design, transforming software development processes and requiring new roles emphasizing critical thinking and creativity."
"AI-Driven Software Maintenance","https://scispace.com/paper/ai-driven-software-maintenance-f9jvfcr8vk84","2025","Journal Article","Advances in computational intelligence and robotics book series","Naga Ramesh Palakurti","10.4018/979-8-3373-0370-3.ch003","","Technical debt has long been a challenge in software engineering, often accumulating due to time constraints, evolving requirements, or inadequate documentation. Generative AI models, particularly large language models (LLMs), offer innovative solutions to reduce technical debt through automated code analysis, refactoring, documentation generation, and dependency management. This chapter explores methodologies, tools, advancements, and case studies demonstrating how generative models can streamline maintenance processes, enhance code quality, and foster sustainable software ecosystems. ","Generative AI models, particularly large language models, offer innovative solutions to reduce technical debt through automated code analysis, refactoring, documentation generation, and dependency management, streamlining maintenance processes and enhancing code quality."
"GitHub Copilot AI pair programmer: Asset or Liability?","https://scispace.com/paper/github-copilot-ai-pair-programmer-asset-or-liability-3miujev8","2022","Posted Content","","","10.48550/arxiv.2206.15331","","Automatic program synthesis is a long-lasting dream in software engineering. Recently, a promising Deep Learning (DL) based solution, called Copilot, has been proposed by Open AI and Microsoft as an industrial product. Although some studies evaluate the correctness of Copilot solutions and report its issues, more empirical evaluations are necessary to understand how developers can benefit from it effectively. In this paper, we study the capabilities of Copilot in two different programming tasks: (1) generating (and reproducing) correct and efficient solutions for fundamental algorithmic problems, and (2) comparing Copilot's proposed solutions with those of human programmers on a set of programming tasks. For the former, we assess the performance and functionality of Copilot in solving selected fundamental problems in computer science, like sorting and implementing basic data structures. In the latter, a dataset of programming problems with human-provided solutions is used. The results show that Copilot is capable of providing solutions for almost all fundamental algorithmic problems, however, some solutions are buggy and non-reproducible. Moreover, Copilot has some difficulties in combining multiple methods to generate a solution. Comparing Copilot to humans, our results show that the correct ratio of human solutions is greater than Copilot's correct ratio, while the buggy solutions generated by Copilot require less effort to be repaired. While Copilot shows limitations as an assistant for developers especially in advanced programming tasks, as highlighted in this study and previous ones, it can generate preliminary solutions for basic programming tasks. ","Wang et al. as discussed by the authors compared the performance and functionality of Copilot in solving selected fundamental problems in computer science, like sorting and implementing basic data structures, and found that the correct ratio of human solutions is greater than Copilot's correct ratio, while the buggy solutions generated by Copilot require less effort to repair."
"Assessing the Promise and Pitfalls of ChatGPT for Automated CS1-driven Code Generation","https://scispace.com/paper/assessing-the-promise-and-pitfalls-of-chatgpt-for-automated-0pku9507xcsb","2024","Repository","","Muhammad Fawad Akbar Khan
Erik Falor
Hamid Karimi","10.5281/zenodo.12729778","","This paper undertakes a thorough evaluation of ChatGPT's code generation capabilities, contrasting them with those of human programmers from both educational and software engineering standpoints. The emphasis is placed on elucidating its importance in these intertwined domains. To facilitate a robust analysis, we curated a novel dataset comprising 131 code-generation prompts spanning five categories. The study encompasses 262 code samples generated by ChatGPT and humans, with a meticulous manual assessment methodology prioritizing correctness, comprehensibility, and security using 14 established code quality metrics. Noteworthy strengths include ChatGPT's proficiency in crafting concise, efficient code, particularly excelling in data analysis tasks (93.1 \% accuracy). However, limitations are observed in handling visual-graphical challenges. Comparative analysis with human-generated code highlights ChatGPT's inclination towards modular design and superior error handling. Machine learning models effectively distinguish ChatGPT from human code with up to 88\\% accuracy, indicating detectable coding style disparities. By offering profound insights into ChatGPT's code generation capabilities and limitations through quantitative metrics and qualitative analysis, this study contributes significantly to the advancement of AI-based programming assistants. The curated dataset and methodology establish a robust foundation for future research in this evolving domain, reinforcing its importance in shaping the future landscape of computer science education and software engineering. Code and data are available here: https://github.com/DSAatUSU/ChatGPT-promises-and-pitfalls ",""
"Generative ai in the software development lifecycle (sdlc): opportunities, challenges, and future directions","https://scispace.com/paper/generative-ai-in-the-software-development-lifecycle-sdlc-6knopqynv1f0","2025","Repository","","","10.5281/zenodo.15231433","","Generative Artificial Intelligence (AI) is fundamentally transforming the Software Development Lifecycle (SDLC) by enabling automation in code generation, enhancing software quality assurance, and streamlining development workflows. A detailed examination of the integration of Generative AI across all major phases of the SDLC, including requirements engineering, architectural and system design, implementation, testing, deployment, and post-deployment maintenance. A methodical assessment of state-of-the-art AI-assisted development tools—such as GitHub Copilot, ChatGPT, and Tabnine—is undertaken to evaluate their practical utility and impact. Furthermore, the study investigates the technical benefits, operational challenges, and ethical implications arising from the adoption of AI within the SDLC. The paper concludes with proposed directions for future research aimed at advancing secure, interpretable, and ethically-aligned AI-driven methodologies in software engineering. Keywords: Generative AI, Software Development Lifecycle (SDLC), AI-driven Automation, Machine Learning in Software Engineering, AI-powered Software Testing, Ethical AI in Software Development ",""
"Impact of Automated Software Development Using Large Language Models: Capabilities, Limitations, and Future Evolution","https://scispace.com/paper/impact-of-automated-software-development-using-large-a1k2cboymn2o","2025","Repository","","MD Raziul Hasan Nayon
MST Ashima Alom Shova","10.5281/zenodo.17151144","","ABSTRACT: The rapid integration of Large Language Models (LLMs) in the field of software engineering is very much changing the methods of coding, which, at the same time, are also being maintained and optimized. Through this article the journey of the coming of capabilities and restrictions as well as the direction of the future of software development with LLM is monitored. The authors of this article have given a detailed survey of LLM utilization in various stages of the life cycle of development organization, a number of them being code generation, bug detection, automated testing, documentation, and translation of natural language into code, productivity, quality, and accessibility being among the improvements indicated. It is demonstrated through comparative analyses that LLMs’ performance is more favorable than that of traditional and rule-based approaches, while the positions of developers, project managers, and executives as stakeholders reveal that they are both excited about the efficiency gains and, on the other hand, concerned about issues of technical reliability, data privacy, and over-reliance on automation. The main problems that LLMs are facing today—like hallucinations, being out-of-date, not having a very large context, and depending too much on prompt engineering—are plainly revealed along with the proposed solutions. Next, we consider progress in the field of multimodal and context-aware systems, autonomous software agents, continuous learning, and human-AI co-creation platforms. LLM-assisted development is likely to change the face of challenges if it is going to be fully materialized, thus bringing about the birth of a new era of collaborative, efficient, and innovative software engineering. ",""
"AI Powered Code Review Assistant","https://scispace.com/paper/ai-powered-code-review-assistant-vxddx9p9ebjd","2024","Repository","","Alok Anand
Anish Kumar
Deepak Kumar","10.5281/zenodo.14533536","","With the increasing complexity of software systems, maintaining high code quality is essential to ensure reliability, maintainability, and security. Traditionally, code reviews havebeen a manual and time- consuming process, often resulting in inconsistencies and missed issues due to human error. Recent advance- ments in artificial intelligence, specifically generative AI models like OpenAI’s Chat- GPT and Google Gemini, have opened new possibilities for automating code reviews by providing real-time, intelligent feedback on code quality. This survey paper explores the current state ofAI- assisted code review tools, focusing on the potential of generative AI models to improve software development workflows. We exam- ine the methodologies, benefits, and limita- tions of existing tools such as GitHub Copilot, Amazon CodeWhisperer, and other AI-drivensolutions. Additionally, we discuss the archi- tecture and design of an AI-powered code review assistant that integrates seamlessly with popular development environments like VS Code, leveraging cloud-based processing through AWS. Our findings suggest that integrating gener- ative AI into the code review process can significantly reduce review time, improve consistency, and enhance developer produc- tivity. This paper also highlightsthe cost-effective implementation of AI models in code reviews, demonstrating the feasibility of deploying scalable, budget-friendly solu- tions in real-world applications. By analyz- ing the strengths and weaknesses of current approaches, we outline the path for futureadvancements in AI-powered code review systems, focusing on multi- language support, enhanced security analysis, and continuouslearning capabilities. ",""
"Programming with AI: Evaluating ChatGPT, Gemini, AlphaCode, and GitHub
  Copilot for Programmers","https://scispace.com/paper/programming-with-ai-evaluating-chatgpt-gemini-alphacode-and-6i64frm8jlxe","2024","Journal Article","","Md Kamrul Siam
Huanying Gu
Jerry Cheng","10.48550/arxiv.2411.09224","","Our everyday lives now heavily rely on artificial intelligence (AI) powered large language models (LLMs). Like regular users, programmers are also benefiting from the newest large language models. In response to the critical role that AI models play in modern software development, this study presents a thorough evaluation of leading programming assistants, including ChatGPT, Gemini(Bard AI), AlphaCode, and GitHub Copilot. The evaluation is based on tasks like natural language processing and code generation accuracy in different programming languages like Java, Python and C++. Based on the results, it has emphasized their strengths and weaknesses and the importance of further modifications to increase the reliability and accuracy of the latest popular models. Although these AI assistants illustrate a high level of progress in language understanding and code generation, along with ethical considerations and responsible usage, they provoke a necessity for discussion. With time, developing more refined AI technology is essential for achieving advanced solutions in various fields, especially with the knowledge of the feature intricacies of these models and their implications. This study offers a comparison of different LLMs and provides essential feedback on the rapidly changing area of AI models. It also emphasizes the need for ethical developmental practices to actualize AI models' full potential. ","This study evaluates ChatGPT, Gemini, AlphaCode, and GitHub Copilot for programmers, assessing their natural language processing and code generation accuracy in Java, Python, and C++. It highlights strengths, weaknesses, and the need for responsible AI development."
"AI-Assisted Deployments: A Comparative Study of Interactive Approaches","https://scispace.com/paper/ai-assisted-deployments-a-comparative-study-of-interactive-wz1d9dfm6yl6","2025","Journal Article","","","10.5281/zenodo.16931585","","This paper presents a comprehensive analysis of how developers interact with AI-assisted deployment systems in modern CI/CD environments. Drawing from extensive experience in enterprise CI/CD platform development, this research examines three primary paradigms for creating deployment pipelines: traditional YAML editors, visual pipeline builders, and emerging AI-based deployment assistants. Through analysis of developer workflows, productivity metrics, and user experience patterns, we identify key factors that influence the effectiveness of each approach. Our findings reveal that while AI-powered tools like GitHub Copilot accelerate initial pipeline creation by 55.8%, they introduce new challenges in validation and debugging. Visual builders reduce entry barriers but struggle with complex scenarios, while YAML maintains dominance in production environments despite steep learning curves. We propose a hybrid framework that leverages AI for intelligent suggestions while maintaining the precision of code-based configuration. This research contributes to understanding how AI transforms not just code writing but the entire deployment pipeline creation process, offering practical insights for designing next-generation CI/CD platforms that balance automation with developer control. ",""
"Towards Reliable LLM-based Software Development Tools","https://scispace.com/paper/towards-reliable-llm-based-software-development-tools-efqp9o69hdlj","2024","Repository","","Liu Yue","10.26180/27328362","","This thesis examines the reliability of large language models (LLMs) in software development tools. It reveals significant biases in datasets used to train these models, leading to inflated performance metrics. The research also assesses the quality of code generated by ChatGPT, identifying various issues and exploring its self-repairing abilities. Additionally, the study uncovers security flaws in Visual Studio Code extensions that use LLMs, highlighting potential risks of credential-related data leakage. Overall, the thesis provides crucial insights into the challenges of using LLMs in software development and offers recommendations for improving their reliability to enhance developer productivity and software quality. ",""
"A Comparative Featureset Analysis of Agentic IDE Tools","https://scispace.com/paper/a-comparative-featureset-analysis-of-agentic-ide-tools-gb9jd9657kpn","2025","Journal Article","","Mohith Shrivastava","10.20944/preprints202506.0821.v1","","The rapid evolution of Artificial Intelligence (AI) is profoundly reshaping software development practices, with sophisticated Agentic Integrated Development Environment (IDE) tools emerging as pivotal innovations. These tools transcend traditional coding assistance, offering proactive and autonomous capabilities that can significantly enhance developer productivity and workflow efficiency. This paper presents a comprehensive comparative featureset analysis of eight prominent agentic IDE tools as of mid-2025: GitHub Copilot, Cursor, Sourcegraph Cody, Tabnine, Amazon Q Developer, WindSurf (post-acquisition by OpenAI), Augment Code, and Cline. The analysis incorporates an expanded scope, evaluating these tools on their core agentic functionalities and, critically, their provisions for background and remote agent capabilities, which enable more complex and asynchronous task automation. Furthermore, this research investigates the support for the Model Context Protocol (MCP) as a key dimension for extensibility and interoperability. For Cline, particular attention is given to its strengths and operational model as an open-source solution. The findings highlight the diverse approaches to agentic AI in software development, the varying degrees of autonomy and intelligence offered (including asynchronous and remote operations), and the growing importance of standardized protocols like MCP. This research provides an updated snapshot of a dynamic field, offering valuable insights for practitioners, researchers, and decision-makers navigating the evolving landscape of AI-powered software engineering features. ","This study compares eight agentic IDE tools (GitHub Copilot, Cursor, Sourcegraph Cody, etc.) on their core functionalities, background/remote agent capabilities, and Model Context Protocol (MCP) support, highlighting diverse approaches to AI in software development and the importance of standardized protocols."
"A Comparative Study of Code Generation using ChatGPT 3.5 across 10 Programming Languages","https://scispace.com/paper/a-comparative-study-of-code-generation-using-chatgpt-3-5-tb564bl3i5","2023","Journal Article","arXiv.org","Alessio Buscemi","10.48550/arxiv.2308.04477","","Large Language Models (LLMs) are advanced Artificial Intelligence (AI) systems that have undergone extensive training using large datasets in order to understand and produce language that closely resembles that of humans. These models have reached a level of proficiency where they are capable of successfully completing university exams across several disciplines and generating functional code to handle novel problems. This research investigates the coding proficiency of ChatGPT 3.5, a LLM released by OpenAI in November 2022, which has gained significant recognition for its impressive text generating and code creation capabilities. The skill of the model in creating code snippets is evaluated across 10 various programming languages and 4 different software domains. Based on the findings derived from this research, major unexpected behaviors and limitations of the model have been identified. This study aims to identify potential areas for development and examine the ramifications of automated code generation on the evolution of programming languages and on the tech industry. ","This research investigates the coding proficiency of ChatGPT 3.5, a LLM released by OpenAI in November 2022, which has gained significant recognition for its impressive text generating and code creation capabilities."
